subject,code,group,hemi,roi_category,measured_category,category_type,mds_shift
sub-052,control052,control,r,object,house,Bilateral,0.3102805066813029
sub-052,control052,control,r,house,face,Unilateral,0.15007520487080533
sub-052,control052,control,r,house,word,Unilateral,0.3456423150226714
sub-052,control052,control,r,house,object,Bilateral,0.3634128009566244
sub-052,control052,control,r,house,house,Bilateral,0.09920032677613387
sub-058,control058,control,l,face,face,Unilateral,0.030125764427807206
sub-058,control058,control,l,face,word,Unilateral,0.07780636484404053
sub-058,control058,control,l,face,object,Bilateral,0.1807372076119131
sub-058,control058,control,l,face,house,Bilateral,0.15393754148009883
sub-058,control058,control,l,word,face,Unilateral,0.12390840682373262
sub-058,control058,control,l,word,word,Unilateral,0.17715869550813582
sub-058,control058,control,l,word,object,Bilateral,0.335869804606511
sub-058,control058,control,l,word,house,Bilateral,0.1784454085534341
sub-058,control058,control,l,object,face,Unilateral,0.35365355137045446
sub-058,control058,control,l,object,word,Unilateral,0.25287633903290263
sub-058,control058,control,l,object,object,Bilateral,0.4192077940083769
sub-058,control058,control,l,object,house,Bilateral,0.4526081684638762
sub-058,control058,control,l,house,face,Unilateral,0.1634709142687969
sub-058,control058,control,l,house,word,Unilateral,0.39429831008567934
sub-058,control058,control,l,house,object,Bilateral,0.5115342255963453
sub-058,control058,control,l,house,house,Bilateral,0.14078626032695454
sub-058,control058,control,r,face,face,Unilateral,0.3739054672192702
sub-058,control058,control,r,face,word,Unilateral,0.1966254427978611
sub-058,control058,control,r,face,object,Bilateral,0.500455844400657
sub-058,control058,control,r,face,house,Bilateral,0.057077641154962534
sub-058,control058,control,r,word,face,Unilateral,0.08333312809136723
sub-058,control058,control,r,word,word,Unilateral,0.3101483256192537
sub-058,control058,control,r,word,object,Bilateral,0.18821771017484362
sub-058,control058,control,r,word,house,Bilateral,0.36262317651724635
sub-058,control058,control,r,object,face,Unilateral,0.060418314066209
sub-058,control058,control,r,object,word,Unilateral,0.2743829921009017
sub-058,control058,control,r,object,object,Bilateral,0.21899674356848584
sub-058,control058,control,r,object,house,Bilateral,0.050561064871551646
sub-058,control058,control,r,house,face,Unilateral,0.3281969160996528
sub-058,control058,control,r,house,word,Unilateral,0.2422019849002691
sub-058,control058,control,r,house,object,Bilateral,0.358015543311856
sub-058,control058,control,r,house,house,Bilateral,0.2565625562342482
sub-062,control062,control,l,face,face,Unilateral,0.20032935345147032
sub-062,control062,control,l,face,word,Unilateral,0.18387177975660338
sub-062,control062,control,l,face,object,Bilateral,0.15033236692097604
sub-062,control062,control,l,face,house,Bilateral,0.18081250153350037
sub-062,control062,control,l,word,face,Unilateral,0.023674269679980528
sub-062,control062,control,l,word,word,Unilateral,0.06199158393940239
sub-062,control062,control,l,word,object,Bilateral,0.24672448561159338
sub-062,control062,control,l,word,house,Bilateral,0.32166210197557665
sub-062,control062,control,l,object,face,Unilateral,0.07491117387340349
sub-062,control062,control,l,object,word,Unilateral,0.03521107496309807
sub-062,control062,control,l,object,object,Bilateral,0.12050662793522672
sub-062,control062,control,l,object,house,Bilateral,0.12457667503127492
sub-062,control062,control,l,house,face,Unilateral,0.05418467892210721
sub-062,control062,control,l,house,word,Unilateral,0.14003706631595986
sub-062,control062,control,l,house,object,Bilateral,0.16192934487675584
sub-062,control062,control,l,house,house,Bilateral,0.2004277423501388
sub-062,control062,control,r,face,face,Unilateral,0.07159092330800292
sub-062,control062,control,r,face,word,Unilateral,0.11311839108964931
sub-062,control062,control,r,face,object,Bilateral,0.0247880686525115
sub-062,control062,control,r,face,house,Bilateral,0.01708590953789248
sub-062,control062,control,r,word,face,Unilateral,0.16977325502702356
sub-062,control062,control,r,word,word,Unilateral,0.1326249911480805
sub-062,control062,control,r,word,object,Bilateral,0.24130581173675736
sub-062,control062,control,r,word,house,Bilateral,0.27375369048369397
sub-062,control062,control,r,object,face,Unilateral,0.012774245303759488
sub-062,control062,control,r,object,word,Unilateral,0.052849405995520696
sub-062,control062,control,r,object,object,Bilateral,0.15423958479916672
sub-062,control062,control,r,object,house,Bilateral,0.20274581056260577
sub-062,control062,control,r,house,face,Unilateral,0.007935461998897289
sub-062,control062,control,r,house,word,Unilateral,0.12093199514888413
sub-062,control062,control,r,house,object,Bilateral,0.07830454341871151
sub-062,control062,control,r,house,house,Bilateral,0.11186024884444876
sub-064,control064,control,l,face,face,Unilateral,0.040938152299637716
sub-064,control064,control,l,face,word,Unilateral,0.193252435016087
sub-064,control064,control,l,face,object,Bilateral,0.09498190656886674
sub-064,control064,control,l,face,house,Bilateral,0.11610704232478436
sub-064,control064,control,l,word,face,Unilateral,0.32407581198045615
sub-064,control064,control,l,word,word,Unilateral,0.0712277741855176
sub-064,control064,control,l,word,object,Bilateral,0.34340243878586435
sub-064,control064,control,l,word,house,Bilateral,0.13941760061413103
sub-064,control064,control,l,object,face,Unilateral,0.30739680371449285
sub-064,control064,control,l,object,word,Unilateral,0.2965166061066668
sub-064,control064,control,l,object,object,Bilateral,0.42697532913381253
sub-064,control064,control,l,object,house,Bilateral,0.68290693668208
sub-064,control064,control,l,house,face,Unilateral,0.24879963221584453
sub-064,control064,control,l,house,word,Unilateral,0.432805864113409
sub-064,control064,control,l,house,object,Bilateral,0.3950788732066486
sub-064,control064,control,l,house,house,Bilateral,0.12835758429635624
sub-064,control064,control,r,face,face,Unilateral,0.09549968919372787
sub-064,control064,control,r,face,word,Unilateral,0.0329821112887044
sub-064,control064,control,r,face,object,Bilateral,0.07312946820892086
sub-064,control064,control,r,face,house,Bilateral,0.0904515384507228
sub-064,control064,control,r,word,face,Unilateral,0.19020813607875475
sub-064,control064,control,r,word,word,Unilateral,0.4279058994272781
sub-064,control064,control,r,word,object,Bilateral,0.29648128462288525
sub-064,control064,control,r,word,house,Bilateral,0.5499550316718473
sub-064,control064,control,r,object,face,Unilateral,0.15763636645672208
sub-064,control064,control,r,object,word,Unilateral,0.1729401279180326
sub-064,control064,control,r,object,object,Bilateral,0.15687585177236088
sub-064,control064,control,r,object,house,Bilateral,0.15254244083948246
sub-064,control064,control,r,house,face,Unilateral,0.12492793929837542
sub-064,control064,control,r,house,word,Unilateral,0.30718216226003425
sub-064,control064,control,r,house,object,Bilateral,0.0779274942373019
sub-064,control064,control,r,house,house,Bilateral,0.27883555237038943
sub-068,control068,control,l,face,face,Unilateral,0.2356314181049352
sub-068,control068,control,l,face,word,Unilateral,0.17583249683070157
sub-068,control068,control,l,face,object,Bilateral,0.1698335099391438
sub-068,control068,control,l,face,house,Bilateral,0.17410466097518917
sub-068,control068,control,l,word,face,Unilateral,0.080697809882263
sub-068,control068,control,l,word,word,Unilateral,0.1871148799438793
sub-068,control068,control,l,word,object,Bilateral,0.271506033173195
sub-068,control068,control,l,word,house,Bilateral,0.10138939832052081
sub-068,control068,control,l,object,face,Unilateral,0.2706515848237394
sub-068,control068,control,l,object,word,Unilateral,0.19038037953705192
sub-068,control068,control,l,object,object,Bilateral,0.3559229327200411
sub-068,control068,control,l,object,house,Bilateral,0.30796061218276344
sub-068,control068,control,l,house,face,Unilateral,0.4216017590418765
sub-068,control068,control,l,house,word,Unilateral,0.5571949787907007
sub-068,control068,control,l,house,object,Bilateral,0.7213775878184796
sub-068,control068,control,l,house,house,Bilateral,0.5358698187815267
sub-068,control068,control,r,face,face,Unilateral,0.10824945811871169
sub-068,control068,control,r,face,word,Unilateral,0.13226437196854124
sub-068,control068,control,r,face,object,Bilateral,0.14372970949502345
sub-068,control068,control,r,face,house,Bilateral,0.06556704181361175
sub-068,control068,control,r,word,face,Unilateral,0.2695186397907285
sub-068,control068,control,r,word,word,Unilateral,0.5634336200858271
sub-068,control068,control,r,word,object,Bilateral,0.13764502446704402
sub-068,control068,control,r,word,house,Bilateral,0.6905953936053726
sub-068,control068,control,r,object,face,Unilateral,0.24004856025831717
sub-068,control068,control,r,object,word,Unilateral,0.10616510679504068
sub-068,control068,control,r,object,object,Bilateral,0.403618845229209
sub-068,control068,control,r,object,house,Bilateral,0.1625142094439
sub-068,control068,control,r,house,face,Unilateral,0.300985719691093
sub-068,control068,control,r,house,word,Unilateral,0.32767835333154205
sub-068,control068,control,r,house,object,Bilateral,0.25671689517979895
sub-068,control068,control,r,house,house,Bilateral,0.587519536552064
